prolific_pid,trial,chosen_number,winner_number,win_status,consider_set_size,outcome_rel_to_consider,is_no_consider_trial,winner_in_consider,choice_in_consider,regret_chosen,regret_notchosen_winner,comp_tries_to_pass,feedback,age,gamble_freq_12mo,hot_reliance,race,gender,ethnicity
P0138,15,36,20,Lost,0,NA,TRUE,FALSE,FALSE,88,29,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0138,16,1,1,Won,2,NA,FALSE,TRUE,TRUE,0,NA,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0138,17,33,21,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,85,24,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0138,18,35,17,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,81,24,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0138,19,5,20,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,78,24,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0138,20,32,33,Lost,2,winner_in_set,FALSE,TRUE,TRUE,91,23,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0138,21,14,14,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0138,22,20,4,Lost,16,winner_in_set,FALSE,TRUE,TRUE,92,13,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0138,23,29,11,Lost,8,winner_in_set,FALSE,TRUE,TRUE,88,21,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0138,24,6,2,Lost,16,winner_in_set,FALSE,TRUE,TRUE,87,17,1,Totally random for the most part... Tried to avoid picking the same spot twice since I didn't know if the map shifted.,37,A few times,NA,White,Male,Non-Hispanic
P0139,1,2,18,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,0,50,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,2,20,19,Lost,3,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,3,20,7,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,4,8,8,Won,2,NA,FALSE,TRUE,TRUE,0,NA,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,5,9,22,Lost,0,NA,TRUE,FALSE,FALSE,0,0,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,6,23,33,Lost,16,winner_in_set,FALSE,TRUE,TRUE,0,0,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,7,34,33,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,8,28,30,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,9,30,23,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,10,24,26,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,11,26,30,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,12,31,31,Won,2,NA,FALSE,TRUE,TRUE,0,NA,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,13,21,28,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,50,50,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,14,18,24,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,15,22,33,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,16,33,9,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,17,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,17,10,10,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,18,11,10,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,19,11,17,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,20,16,2,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,0,0,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,21,2,2,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,22,33,11,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,0,50,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,23,11,13,Lost,3,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0139,24,22,32,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,0,0,1,"Well, after noticing that the next emerald was in the same vicinity as the previous emerald, I tried to guess near or on the previous winning block.",61,Never,NA,White,Male,Non-Hispanic
P0148,1,10,33,Lost,8,winner_in_set,FALSE,TRUE,TRUE,10,62,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,2,7,5,Lost,0,NA,TRUE,FALSE,FALSE,0,0,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,3,9,11,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,0,0,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,4,12,8,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,12,15,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,5,36,35,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,18,61,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,6,14,14,Won,2,NA,FALSE,TRUE,TRUE,0,NA,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,7,11,33,Lost,16,winner_in_set,FALSE,TRUE,TRUE,11,42,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,8,22,23,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,14,32,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,9,26,26,Won,0,NA,TRUE,FALSE,FALSE,0,NA,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,10,13,28,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,12,14,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,11,5,17,Lost,3,winner_in_set,FALSE,TRUE,TRUE,24,53,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,12,24,3,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,12,33,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,13,30,20,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,15,37,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,14,2,8,Lost,8,winner_in_set,FALSE,TRUE,TRUE,12,41,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,15,7,11,Lost,2,winner_in_set,FALSE,TRUE,TRUE,13,69,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,16,21,7,Lost,0,NA,TRUE,FALSE,FALSE,14,27,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,17,31,1,Lost,3,winner_in_set,FALSE,TRUE,TRUE,20,56,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,18,26,26,Won,8,NA,FALSE,TRUE,TRUE,0,NA,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,19,8,9,Lost,16,winner_in_set,FALSE,TRUE,TRUE,9,46,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,20,19,17,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,8,46,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,21,22,3,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,9,19,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,22,20,20,Won,8,NA,FALSE,TRUE,TRUE,0,NA,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,23,4,8,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,11,31,1,random,47,Never,NA,White,Female,Non-Hispanic
P0148,24,6,23,Lost,0,NA,TRUE,FALSE,FALSE,7,28,1,random,47,Never,NA,White,Female,Non-Hispanic
P0149,1,15,3,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,47,84,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,2,33,10,Lost,2,winner_in_set,FALSE,TRUE,TRUE,84,100,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,3,33,6,Lost,0,NA,TRUE,FALSE,FALSE,63,78,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,4,13,13,Won,0,NA,TRUE,FALSE,FALSE,0,NA,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,5,24,35,Lost,0,NA,TRUE,FALSE,FALSE,40,70,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,6,17,27,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,37,73,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,7,19,30,Lost,8,winner_in_set,FALSE,TRUE,TRUE,27,100,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,8,23,30,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,31,100,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,9,21,21,Won,1,NA,FALSE,TRUE,TRUE,0,NA,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,10,6,31,Lost,3,winner_in_set,FALSE,TRUE,TRUE,16,100,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,11,7,1,Lost,2,winner_in_set,FALSE,TRUE,TRUE,21,100,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,12,7,36,Lost,0,NA,TRUE,FALSE,FALSE,54,62,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,13,11,26,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,9,53,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,14,4,32,Lost,8,winner_in_set,FALSE,TRUE,TRUE,14,63,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,15,29,29,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,16,1,29,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,2,49,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,17,11,35,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,10,26,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,18,16,2,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,7,24,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,19,17,26,Lost,3,winner_in_set,FALSE,TRUE,TRUE,26,100,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,20,21,13,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,16,45,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,21,28,35,Lost,16,winner_in_set,FALSE,TRUE,TRUE,30,88,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,22,36,36,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,23,3,7,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,6,35,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0149,24,3,31,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,15,100,1,"Sometimes I just chose randomly, sometimes I chose blocks I had just chosen in the previous round because it seemed like those turned up kind of often in the following round. Mostly, I just went with my gut.",38,A few times,NA,White,Female,Non-Hispanic
P0151,1,15,6,Lost,0,NA,TRUE,FALSE,FALSE,25,65,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,2,23,34,Lost,0,NA,TRUE,FALSE,FALSE,25,65,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,3,16,8,Lost,3,winner_in_set,FALSE,TRUE,TRUE,75,82,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,4,29,4,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,25,65,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,5,16,28,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,25,70,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,6,15,15,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,7,29,34,Lost,8,winner_in_set,FALSE,TRUE,TRUE,40,60,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,8,36,23,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,25,70,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,9,32,1,Lost,16,winner_in_set,FALSE,TRUE,TRUE,20,65,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,10,5,26,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,20,58,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,11,16,16,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,12,29,2,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,20,59,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,13,16,1,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,25,55,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,14,25,20,Lost,0,NA,TRUE,FALSE,FALSE,20,55,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,15,29,16,Lost,3,winner_in_set,FALSE,TRUE,TRUE,49,80,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,16,14,14,Won,8,NA,FALSE,TRUE,TRUE,0,NA,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,17,15,16,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,46,80,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,18,35,6,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,22,50,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,19,14,13,Lost,2,winner_in_set,FALSE,TRUE,TRUE,48,86,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,20,33,34,Lost,8,winner_in_set,FALSE,TRUE,TRUE,40,70,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,21,11,7,Lost,2,winner_in_set,FALSE,TRUE,TRUE,50,82,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,22,14,30,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,24,52,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,23,29,29,Won,1,NA,FALSE,TRUE,TRUE,0,NA,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0151,24,18,23,Lost,0,NA,TRUE,FALSE,FALSE,32,60,1,"I chose birthdays for about half the minecraft game. My birthday, my moms, and my brother. Then I just picked other numbers feeling lucky.",48,Never,NA,White,Male,Hispanic
P0157,1,17,27,Lost,3,winner_in_set,FALSE,TRUE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,2,11,31,Lost,0,NA,TRUE,FALSE,FALSE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,3,15,17,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,4,16,16,Won,1,NA,FALSE,TRUE,TRUE,0,NA,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,5,5,9,Lost,8,winner_in_set,FALSE,TRUE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,6,29,13,Lost,16,winner_in_set,FALSE,TRUE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,7,17,13,Lost,0,NA,TRUE,FALSE,FALSE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,8,8,11,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,9,15,15,Won,0,NA,TRUE,FALSE,FALSE,0,NA,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,10,18,23,Lost,16,winner_in_set,FALSE,TRUE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,11,23,24,Lost,0,NA,TRUE,FALSE,FALSE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,12,8,5,Lost,2,winner_in_set,FALSE,TRUE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,13,2,27,Lost,8,winner_in_set,FALSE,TRUE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,14,21,11,Lost,2,winner_in_set,FALSE,TRUE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,15,34,15,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,16,1,1,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,17,24,6,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,18,6,14,Lost,3,winner_in_set,FALSE,TRUE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,19,7,33,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,20,30,29,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,0,0,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
P0157,21,8,8,Won,1,NA,FALSE,TRUE,TRUE,0,NA,1,"I didn't employ any strategy. I guessed at random because I did not see any particularly helpful clues, rules, or hints upon which I could base a strategy.",28,Never,NA,Asian,Male,Non-Hispanic
